1098.470000 0.155516 0.042256 -10.032600
1108.470000 0.140534 0.038207 -9.907900
1118.470000 0.140882 0.038306 -9.782010
1128.470000 0.135490 0.036775 -9.654970
1138.470000 0.146148 0.039804 -9.526750
1148.470000 0.160233 0.043821 -9.397380
1158.470000 0.153860 0.042001 -9.266850
1168.470000 0.115513 0.031128 -9.135150
1178.470000 0.098390 0.026322 -9.002270
1188.470000 0.100916 0.027029 -8.868240
1198.470000 0.119627 0.032287 -8.733050
1208.470000 0.122160 0.033002 -8.596680
1218.470000 0.145103 0.039506 -8.459150
1228.470000 0.160924 0.044019 -8.320470
1238.470000 0.148450 0.040459 -8.180620
1248.470000 0.140757 0.038270 -8.039600
1258.470000 0.118118 0.031862 -7.897420
1268.470000 0.100287 0.026853 -7.754070
1278.470000 0.094078 0.025118 -7.609560
1288.470000 0.089104 0.023732 -7.463880
1298.470000 0.082156 0.021801 -7.317050
1308.470000 0.099715 0.026693 -7.169040
1318.470000 0.123562 0.033398 -7.019870
1328.470000 0.105235 0.028239 -6.869540
1338.470000 0.101902 0.027305 -6.718030
1348.470000 0.102997 0.022836 -6.565370
1358.470000 0.054136 0.013079 -6.411540
1368.470000 0.073047 0.022556 -6.256560
1378.470000 0.085935 0.015138 -6.100400
1388.470000 0.058594 0.017638 -5.943090
1398.470000 0.054050 0.020329 -5.784590
1408.470000 0.065107 0.020699 -5.624950
1418.470000 0.053799 0.018031 -5.464140
1428.470000 0.038592 0.009044 -5.302160
1438.470000 0.048658 0.015150 -5.139020
1448.470000 0.050363 0.013216 -4.974720
1458.470000 0.046480 0.011531 -4.809240
1468.470000 0.048225 0.009999 -4.642610
1478.470000 0.033195 0.007664 -4.474810
1488.470000 0.025516 0.005594 -4.305850
1498.470000 0.025818 0.006440 -4.135710
1508.470000 0.025446 0.006128 -3.964420
1518.470000 0.026163 0.008875 -3.791960
1528.470000 0.049144 0.013281 -3.618350
1538.470000 0.058265 0.015598 -3.443560
1548.470000 0.068891 0.021318 -3.267610
1558.470000 0.041832 0.013504 -3.090500
1568.470000 0.057686 0.012810 -2.912220
1578.470000 0.056217 0.014554 -2.732770
1588.470000 0.058448 0.011935 -2.552170
1598.470000 0.026511 0.010416 -2.370390
1608.470000 0.038404 0.009717 -2.187450
1618.470000 0.042546 0.010787 -2.003360
1628.470000 0.053355 0.015365 -1.818080
1638.470000 0.036141 0.007764 -1.631650
1648.470000 0.022312 0.007163 -1.444060
1658.470000 0.024287 0.005722 -1.255310
1668.470000 0.019596 0.004399 -1.065380
1678.470000 0.024470 0.004994 -0.874298
1688.470000 0.021116 0.005574 -0.682053
1698.470000 0.034278 0.005222 -0.488632
1708.470000 0.032372 0.009814 -0.294052
1718.470000 0.041648 0.012531 -0.098297
1728.470000 0.043019 0.013888 0.098602
1738.470000 0.040324 0.017349 0.296677
1748.470000 0.043897 0.009384 0.495911
1758.470000 0.038655 0.006938 0.696320
1768.470000 0.032851 0.009497 0.897888
1778.470000 0.025981 0.006928 1.100620
1788.470000 0.023729 0.006626 1.304520
1798.470000 0.028013 0.005477 1.509570
1808.470000 0.018877 0.003871 1.715810
1818.470000 0.020780 0.005248 1.923190
1828.470000 0.024243 0.006112 2.131740
1838.470000 0.027494 0.008174 2.341460
1848.470000 0.034250 0.008944 2.552340
1858.470000 0.047216 0.008670 2.764390
1868.470000 0.033555 0.014194 2.977600
1878.470000 0.042034 0.009921 3.191970
1888.470000 0.022798 0.005964 3.407520
1898.470000 0.022130 0.004885 3.624220
1908.470000 0.025417 0.006870 3.842090
1918.470000 0.019629 0.003865 4.061110
1928.470000 0.019476 0.004606 4.281310
1938.470000 0.027196 0.005780 4.502670
1948.470000 0.028505 0.006968 4.725210
1958.470000 0.038823 0.011758 4.948900
1968.470000 0.046206 0.009304 5.173750
1978.470000 0.040712 0.014591 5.399770
1988.470000 0.092365 0.019716 5.626960
1998.470000 0.112042 0.035470 5.855300
2008.470000 0.086679 0.017402 6.084810
2018.470000 0.072896 0.018167 6.315490
2028.470000 0.103030 0.029142 6.547340
2038.470000 0.123086 0.036140 6.780340
2048.470000 0.139142 0.025619 7.014510
2058.470000 0.144789 0.037193 7.249850
2068.470000 0.099755 0.033354 7.486340
2078.470000 0.073602 0.020402 7.724000
2088.470000 0.039212 0.010543 7.962830
2098.470000 0.018121 0.005543 8.202820
2108.470000 0.016395 0.004426 8.443990
2118.470000 0.025633 0.005963 8.686300
2128.470000 0.029457 0.005525 8.929780
2138.470000 0.020812 0.005937 9.174440
2148.470000 0.015724 0.003654 9.420240
2158.470000 0.016807 0.005537 9.667220
2168.470000 0.027630 0.007398 9.915380
2178.470000 0.032381 0.009905 10.164700
2188.470000 0.028294 0.007221 10.415100
2198.470000 0.030586 0.008998 10.666800
2208.470000 0.031356 0.007762 10.919600
2218.470000 0.018392 0.005662 11.173600
2228.470000 0.019548 0.005981 11.428700
2238.470000 0.016269 0.004615 11.685000
2248.470000 0.017754 0.004447 11.942400
2258.470000 0.016289 0.004120 12.201100
2268.470000 0.012444 0.004135 12.460800
2278.470000 0.013725 0.003070 12.721800
2288.470000 0.012000 0.003101 12.983900
2298.470000 0.011908 0.002504 13.247200
2308.470000 0.010723 0.002816 13.511600
2318.470000 0.014118 0.003913 13.777200
2328.470000 0.015834 0.003705 14.044000
2338.470000 0.016778 0.004146 14.312000
2348.470000 0.026173 0.009883 14.581100
2358.470000 0.034295 0.011430 14.851300
2368.470000 0.025538 0.008581 15.122800
2378.470000 0.026640 0.005252 15.395300
2388.470000 0.020165 0.006098 15.669100
2398.470000 0.020322 0.004188 15.944000
2408.470000 0.016111 0.003659 16.220100
2418.470000 0.015868 0.003830 16.497400
2428.470000 0.011173 0.003327 16.775800
2438.470000 0.011409 0.003534 17.055400
2448.470000 0.012543 0.003181 17.336100
2458.470000 0.008899 0.002381 17.618000
2468.470000 0.012620 0.003497 17.901100
2478.470000 0.010083 0.002869 18.185400
2488.470000 0.014965 0.002977 18.470800
2498.470000 0.016052 0.003525 18.757300
2508.470000 0.018816 0.005052 19.045100
2518.470000 0.017562 0.004908 19.333900
2528.470000 0.019833 0.004825 19.624000
2538.470000 0.020236 0.004195 19.915200
2548.470000 0.027590 0.007261 20.207600
2558.470000 0.020737 0.005288 20.501200
2568.470000 0.016143 0.003457 20.795900
2578.470000 0.016976 0.005108 21.091800
2588.470000 0.027851 0.007039 21.388800
2598.470000 0.019836 0.004937 21.687000
2608.470000 0.016450 0.004060 21.986400
2618.470000 0.013064 0.003191 22.286900
2628.470000 0.010542 0.002550 22.588700
2638.470000 0.008870 0.002129 22.891500
2648.470000 0.008270 0.001979 23.195600
2658.470000 0.009535 0.002296 23.500700
2668.470000 0.010175 0.002457 23.807100
2678.470000 0.010767 0.002607 24.114600
2688.470000 0.011337 0.002751 24.423400
2698.470000 0.009558 0.002302 24.732200
2708.470000 0.007660 0.001826 25.041000
2718.470000 0.009775 0.002356 25.349800
2728.470000 0.020330 0.005065 25.658600
2738.470000 0.049326 0.012792 25.967400
2748.470000 0.080410 0.021317 26.276200
2758.470000 0.090860 0.024221 26.585000
2768.470000 0.109820 0.029526 26.893800
2778.470000 0.135752 0.036849 27.202600
2788.470000 0.126893 0.034163 27.511400
2798.470000 0.119694 999.000000 27.820200
